month,state_name,contact_mode,age_group,gender,scam_category,amount_lost,reports,state
2025-05-01,Victoria,Online,Unspecified,Female,Investment scams,148900.0,8,VIC
2025-01-01,Outside of Australia,Online,Unspecified,Female,Investment scams,2000000.0,4,Outside of Australia
2025-11-01,Queensland,Online,Unspecified,Female,Investment scams,5350.0,4,QLD
2025-09-01,Queensland,Online,Unspecified,Female,Investment scams,129000.0,5,QLD
2025-02-01,South Australia,Online,Unspecified,Female,Investment scams,0.0,1,SA
2025-09-01,Tasmania,Online,Unspecified,Female,Investment scams,0.0,1,TAS
2025-07-01,New South Wales,Online,Unspecified,Female,Investment scams,437000.0,7,NSW
2025-03-01,Victoria,Online,Unspecified,Female,Investment scams,10000.0,2,VIC
2025-02-01,Western Australia,Online,Unspecified,Female,Investment scams,0.0,1,WA
2025-02-01,New South Wales,Online,Unspecified,Female,Investment scams,29000.0,4,NSW
2025-09-01,New South Wales,Online,Unspecified,Female,Investment scams,16133.67,8,NSW
2025-08-01,Western Australia,Online,Unspecified,Female,Investment scams,3893.73,4,WA
2025-09-01,Western Australia,Online,Unspecified,Female,Investment scams,0.0,2,WA
2025-07-01,Western Australia,Online,Unspecified,Female,Investment scams,10000.0,2,WA
2025-04-01,Outside of Australia,Online,Unspecified,Female,Investment scams,0.0,2,Outside of Australia
2025-05-01,Outside of Australia,Online,Unspecified,Female,Investment scams,0.0,3,Outside of Australia
2025-10-01,Queensland,Online,Unspecified,Female,Investment scams,4850.0,2,QLD
2025-06-01,Victoria,Online,Unspecified,Female,Investment scams,0.0,1,VIC
2025-11-01,South Australia,Online,Unspecified,Female,Investment scams,7000.0,3,SA
2025-11-01,New South Wales,Online,Unspecified,Female,Investment scams,105500.0,5,NSW
2025-05-01,Queensland,Online,Unspecified,Female,Investment scams,30000.0,2,QLD
2025-03-01,New South Wales,Online,Unspecified,Female,Investment scams,154901.0,4,NSW
2025-01-01,Victoria,Online,Unspecified,Female,Investment scams,20609.96,5,VIC
2025-08-01,New South Wales,Online,Unspecified,Female,Investment scams,26286.0,8,NSW
2025-08-01,Victoria,Online,Unspecified,Female,Investment scams,806486.69,10,VIC
2025-04-01,New South Wales,Online,Unspecified,Female,Investment scams,85906.0,5,NSW
2025-09-01,Victoria,Online,Unspecified,Female,Investment scams,9681.0,3,VIC
2025-10-01,Outside of Australia,Online,Unspecified,Female,Investment scams,0.0,1,Outside of Australia
2025-01-01,Western Australia,Online,Unspecified,Female,Investment scams,0.0,1,WA
2025-11-01,Australian Capital Territory,Online,Unspecified,Female,Investment scams,0.0,1,ACT
2025-09-01,Outside of Australia,Online,Unspecified,Female,Investment scams,0.0,3,Outside of Australia
2025-07-01,Australian Capital Territory,Online,Unspecified,Female,Investment scams,78000.0,3,ACT
2025-06-01,Australian Capital Territory,Online,Unspecified,Female,Investment scams,0.0,1,ACT
2025-01-01,Queensland,Online,Unspecified,Female,Investment scams,7500.0,3,QLD
2025-04-01,Queensland,Online,Unspecified,Female,Investment scams,130000.0,4,QLD
2025-07-01,Victoria,Online,Unspecified,Female,Investment scams,20000.0,4,VIC
2025-02-01,Outside of Australia,Online,Unspecified,Female,Investment scams,0.0,1,Outside of Australia
2025-06-01,New South Wales,Online,Unspecified,Female,Investment scams,0.0,1,NSW
2025-08-01,Queensland,Online,Unspecified,Female,Investment scams,12701.0,3,QLD
2025-06-01,Queensland,Online,Unspecified,Female,Investment scams,0.0,1,QLD
2025-10-01,South Australia,Online,Unspecified,Female,Investment scams,0.0,1,SA
2025-10-01,Victoria,Online,Unspecified,Female,Investment scams,421865.0,4,VIC
2025-08-01,Tasmania,Online,Unspecified,Female,Investment scams,0.0,1,TAS
2025-02-01,Victoria,Online,Unspecified,Female,Investment scams,0.0,1,VIC
2025-04-01,Western Australia,Online,Unspecified,Female,Investment scams,0.0,1,WA
2025-09-01,Victoria,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,2,VIC
2025-03-01,New South Wales,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,NSW
2025-04-01,New South Wales,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,3,NSW
2025-09-01,South Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,SA
2025-02-01,New South Wales,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,2,NSW
2025-06-01,New South Wales,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,NSW
2025-06-01,Victoria,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,VIC
2025-11-01,Outside of Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,Outside of Australia
2025-01-01,Victoria,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,3,VIC
2025-08-01,Outside of Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,Outside of Australia
2025-11-01,Queensland,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,QLD
2025-04-01,Western Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,WA
2025-07-01,Victoria,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,2,VIC
2025-01-01,Australian Capital Territory,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,ACT
2025-04-01,Victoria,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,VIC
2025-03-01,Tasmania,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,TAS
2025-01-01,New South Wales,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,2,NSW
2025-01-01,Queensland,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,QLD
2025-05-01,Queensland,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,QLD
2025-03-01,South Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,SA
2025-03-01,Western Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,WA
2025-05-01,Victoria,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,VIC
2025-07-01,Australian Capital Territory,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,ACT
2025-10-01,Victoria,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,VIC
2025-01-01,Western Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,WA
2025-07-01,Queensland,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,QLD
2025-02-01,Victoria,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,VIC
2025-02-01,Queensland,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,QLD
2025-11-01,Victoria,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,VIC
2025-03-01,Queensland,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,396.0,2,QLD
2025-09-01,New South Wales,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,NSW
2025-01-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,4500.0,42,Unspecified
2025-02-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,12142.0,32,Unspecified
2025-03-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,550.0,29,Unspecified
2025-04-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,1403.0,38,Unspecified
2025-05-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,1111.0,53,Unspecified
2025-06-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,1155.0,52,Unspecified
2025-07-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,80.0,56,Unspecified
2025-08-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Investment scams,0.0,1,Unspecified
2025-07-01,Queensland,Online,25 - 34,Male,Investment scams,135783.0,6,QLD
2025-04-01,Queensland,Online,35 - 44,Male,Investment scams,56316.92,8,QLD
2025-07-01,Queensland,Online,Unspecified,Male,Investment scams,15757.36,6,QLD
2025-09-01,Queensland,Online,45 - 54,Male,Investment scams,80300.0,7,QLD
2025-10-01,Queensland,Online,45 - 54,Male,Investment scams,0.0,6,QLD
2025-10-01,Queensland,Online,35 - 44,Male,Investment scams,50000.0,4,QLD
2025-11-01,Queensland,Online,45 - 54,Male,Investment scams,17946.0,5,QLD
2025-06-01,Queensland,Online,35 - 44,Male,Investment scams,33000.0,12,QLD
2025-11-01,Queensland,Online,55 - 64,Male,Investment scams,5500.0,6,QLD
2025-10-01,Queensland,Online,55 - 64,Male,Investment scams,856798.0,6,QLD
2025-01-01,Queensland,Online,35 - 44,Male,Investment scams,500.0,5,QLD
2025-10-01,Queensland,Online,65 and over,Male,Investment scams,0.0,4,QLD
2025-01-01,Queensland,Online,Unspecified,Male,Investment scams,268085.88,5,QLD
2025-11-01,Queensland,Online,35 - 44,Male,Investment scams,258682.0,7,QLD
2025-05-01,Queensland,Online,35 - 44,Male,Investment scams,200.0,3,QLD
2025-07-01,Queensland,Online,65 and over,Male,Investment scams,15985.0,9,QLD
2025-08-01,Queensland,Online,25 - 34,Male,Investment scams,700.0,5,QLD
2025-10-01,Queensland,Online,Under 18,Male,Investment scams,1150.0,2,QLD
2025-10-01,Queensland,Online,Unspecified,Male,Investment scams,35000.0,4,QLD
2025-03-01,Queensland,Online,35 - 44,Male,Investment scams,158000.0,5,QLD
2025-02-01,Queensland,Online,55 - 64,Male,Investment scams,18650.0,4,QLD
2025-05-01,Queensland,Online,25 - 34,Male,Investment scams,36000.0,4,QLD
2025-04-01,Queensland,Online,65 and over,Male,Investment scams,437392.0,5,QLD
2025-11-01,Queensland,Online,65 and over,Male,Investment scams,76408.1,8,QLD
2025-06-01,Queensland,Online,25 - 34,Male,Investment scams,75000.0,3,QLD
2025-07-01,Queensland,Online,18 - 24,Male,Investment scams,21500.0,5,QLD
2025-01-01,Queensland,Online,65 and over,Male,Investment scams,12000.0,4,QLD
2025-01-01,Queensland,Online,25 - 34,Male,Investment scams,1700.0,2,QLD
2025-04-01,Queensland,Online,45 - 54,Male,Investment scams,1000.0,3,QLD
2025-02-01,Queensland,Online,35 - 44,Male,Investment scams,34896.0,11,QLD
2025-08-01,Queensland,Online,35 - 44,Male,Investment scams,28039.0,3,QLD
2025-11-01,Queensland,Online,Unspecified,Male,Investment scams,94800.0,8,QLD
2025-09-01,Queensland,Online,25 - 34,Male,Investment scams,5020.64,4,QLD
2025-05-01,Queensland,Online,Unspecified,Male,Investment scams,123.6,4,QLD
2025-04-01,Queensland,Online,Unspecified,Male,Investment scams,110100.0,6,QLD
2025-08-01,Queensland,Online,65 and over,Male,Investment scams,2661.15,7,QLD
2025-06-01,Queensland,Online,Unspecified,Male,Investment scams,6888.0,4,QLD
2025-06-01,Queensland,Online,18 - 24,Male,Investment scams,0.0,1,QLD
2025-08-01,Queensland,Online,Under 18,Male,Investment scams,0.0,2,QLD
2025-09-01,Queensland,Online,Unspecified,Male,Investment scams,1735.0,7,QLD
2025-09-01,Queensland,Online,65 and over,Male,Investment scams,62400.0,3,QLD
2025-03-01,Queensland,Online,Unspecified,Male,Investment scams,5000.0,5,QLD
2025-08-01,Queensland,Online,45 - 54,Male,Investment scams,32500.0,4,QLD
2025-09-01,Queensland,Online,55 - 64,Male,Investment scams,380.72,5,QLD
2025-06-01,Queensland,Online,65 and over,Male,Investment scams,400.0,2,QLD
2025-09-01,Queensland,Online,35 - 44,Male,Investment scams,3976.91,6,QLD
2025-03-01,Queensland,Online,55 - 64,Male,Investment scams,0.0,1,QLD
2025-07-01,Queensland,Online,Under 18,Male,Investment scams,0.0,1,QLD
2025-02-01,Queensland,Online,18 - 24,Male,Investment scams,3700.0,3,QLD
2025-10-01,Queensland,Online,25 - 34,Male,Investment scams,4444.24,5,QLD
2025-07-01,Queensland,Online,55 - 64,Male,Investment scams,248500.0,4,QLD
2025-06-01,Queensland,Online,45 - 54,Male,Investment scams,21244.0,5,QLD
2025-04-01,Queensland,Online,55 - 64,Male,Investment scams,265465.0,3,QLD
2025-11-01,Queensland,Online,18 - 24,Male,Investment scams,4200.0,2,QLD
2025-09-01,Queensland,Online,18 - 24,Male,Investment scams,0.0,1,QLD
2025-03-01,Queensland,Online,65 and over,Male,Investment scams,568893.62,6,QLD
2025-01-01,Queensland,Online,45 - 54,Male,Investment scams,731155.62,5,QLD
2025-08-01,Queensland,Online,Unspecified,Male,Investment scams,67500.0,4,QLD
2025-07-01,Queensland,Online,45 - 54,Male,Investment scams,118038.82,4,QLD
2025-08-01,Queensland,Online,18 - 24,Male,Investment scams,7000.0,2,QLD
2025-01-01,Queensland,Online,18 - 24,Male,Investment scams,0.0,1,QLD
2025-02-01,Queensland,Online,65 and over,Male,Investment scams,502000.0,3,QLD
2025-08-01,Queensland,Online,55 - 64,Male,Investment scams,164015.02,5,QLD
2025-11-01,Queensland,Online,25 - 34,Male,Investment scams,7000.0,3,QLD
2025-06-01,Queensland,Online,55 - 64,Male,Investment scams,187732.0,4,QLD
2025-11-01,Queensland,Online,Under 18,Male,Investment scams,0.0,1,QLD
2025-01-01,Queensland,Online,55 - 64,Male,Investment scams,771180.75,8,QLD
2025-03-01,Queensland,Online,Under 18,Male,Investment scams,0.0,1,QLD
2025-10-01,Western Australia,Online,55 - 64,Male,Investment scams,18996.99,3,WA
2025-09-01,Western Australia,Online,Unspecified,Male,Investment scams,23350.0,7,WA
2025-10-01,Western Australia,Online,65 and over,Male,Investment scams,150000.0,5,WA
2025-07-01,Western Australia,Online,45 - 54,Male,Investment scams,49000.0,3,WA
2025-11-01,Western Australia,Online,Unspecified,Male,Investment scams,1250.0,3,WA
2025-10-01,Western Australia,Online,Unspecified,Male,Investment scams,22446.0,2,WA
2025-01-01,Western Australia,Online,65 and over,Male,Investment scams,15000.0,3,WA
2025-05-01,Western Australia,Online,35 - 44,Male,Investment scams,27000.0,4,WA
2025-02-01,Western Australia,Online,65 and over,Male,Investment scams,0.0,1,WA
2025-11-01,Western Australia,Online,55 - 64,Male,Investment scams,0.0,3,WA
2025-02-01,Western Australia,Online,45 - 54,Male,Investment scams,588571.86,5,WA
2025-07-01,Western Australia,Online,35 - 44,Male,Investment scams,0.0,1,WA
2025-04-01,Western Australia,Online,45 - 54,Male,Investment scams,238800.0,6,WA
2025-10-01,Western Australia,Online,18 - 24,Male,Investment scams,890.0,3,WA
2025-04-01,Western Australia,Online,35 - 44,Male,Investment scams,15000.0,2,WA
2025-07-01,Western Australia,Online,55 - 64,Male,Investment scams,0.0,2,WA
2025-05-01,Western Australia,Online,25 - 34,Male,Investment scams,10.0,2,WA
2025-03-01,Western Australia,Online,45 - 54,Male,Investment scams,292417.93,7,WA
2025-10-01,Western Australia,Online,35 - 44,Male,Investment scams,105493.55,6,WA
2025-08-01,Western Australia,Online,35 - 44,Male,Investment scams,90950.5,4,WA
2025-11-01,Western Australia,Online,65 and over,Male,Investment scams,10802.0,6,WA
2025-05-01,Western Australia,Online,65 and over,Male,Investment scams,0.0,1,WA
2025-08-01,Western Australia,Online,65 and over,Male,Investment scams,23047.26,3,WA
2025-03-01,Western Australia,Online,65 and over,Male,Investment scams,74200.76,3,WA
2025-04-01,Western Australia,Online,Unspecified,Male,Investment scams,0.0,1,WA
2025-06-01,Western Australia,Online,25 - 34,Male,Investment scams,40171.0,7,WA
2025-06-01,Western Australia,Online,35 - 44,Male,Investment scams,2200.0,2,WA
2025-01-01,Western Australia,Online,55 - 64,Male,Investment scams,381800.0,2,WA
2025-02-01,Western Australia,Online,Unspecified,Male,Investment scams,8000.0,3,WA
2025-06-01,Western Australia,Online,45 - 54,Male,Investment scams,10353.38,4,WA
2025-01-01,Western Australia,Online,45 - 54,Male,Investment scams,81961.36,3,WA
2025-02-01,Western Australia,Online,25 - 34,Male,Investment scams,45100.0,3,WA
2025-07-01,Western Australia,Online,65 and over,Male,Investment scams,150370.0,3,WA
2025-05-01,Western Australia,Online,55 - 64,Male,Investment scams,0.0,1,WA
2025-01-01,Western Australia,Online,25 - 34,Male,Investment scams,2441.0,2,WA
2025-05-01,Western Australia,Online,Unspecified,Male,Investment scams,48600.0,3,WA
2025-08-01,Western Australia,Online,55 - 64,Male,Investment scams,26600.0,3,WA
2025-04-01,Western Australia,Online,55 - 64,Male,Investment scams,15000.0,2,WA
2025-09-01,Western Australia,Online,55 - 64,Male,Investment scams,0.0,3,WA
2025-03-01,Western Australia,Online,18 - 24,Male,Investment scams,8100.0,3,WA
2025-03-01,Western Australia,Online,Unspecified,Male,Investment scams,0.0,1,WA
2025-09-01,Western Australia,Online,18 - 24,Male,Investment scams,9845.85,2,WA
2025-09-01,Western Australia,Online,65 and over,Male,Investment scams,30150.0,5,WA
2025-11-01,Western Australia,Online,45 - 54,Male,Investment scams,538000.0,3,WA
2025-07-01,Western Australia,Online,Unspecified,Male,Investment scams,0.0,1,WA
2025-11-01,Western Australia,Online,25 - 34,Male,Investment scams,1000.0,2,WA
2025-09-01,Western Australia,Online,35 - 44,Male,Investment scams,3000.0,2,WA
2025-03-01,Western Australia,Online,35 - 44,Male,Investment scams,325765.92,6,WA
2025-06-01,Western Australia,Online,18 - 24,Male,Investment scams,1460.0,2,WA
2025-01-01,Western Australia,Online,18 - 24,Male,Investment scams,954.49,2,WA
2025-01-01,Western Australia,Online,Unspecified,Male,Investment scams,14400.0,4,WA
2025-09-01,South Australia,Online,Unspecified,Male,Investment scams,0.0,3,SA
2025-03-01,South Australia,Online,55 - 64,Male,Investment scams,0.0,2,SA
2025-05-01,Australian Capital Territory,Online,45 - 54,Male,Investment scams,0.0,2,ACT
2025-08-01,South Australia,Online,65 and over,Male,Investment scams,66848.78,4,SA
2025-09-01,Tasmania,Online,35 - 44,Male,Investment scams,0.0,1,TAS
2025-07-01,South Australia,Online,25 - 34,Male,Investment scams,380.0,2,SA
2025-11-01,South Australia,Online,35 - 44,Male,Investment scams,0.0,4,SA
2025-01-01,South Australia,Online,55 - 64,Male,Investment scams,0.0,1,SA
2025-11-01,Australian Capital Territory,Online,25 - 34,Male,Investment scams,0.0,1,ACT
2025-10-01,Australian Capital Territory,Online,Unspecified,Male,Investment scams,0.0,1,ACT
2025-01-01,South Australia,Online,65 and over,Male,Investment scams,11846.05,4,SA
2025-06-01,Northern Territory,Online,25 - 34,Male,Investment scams,0.0,1,NT
2025-10-01,South Australia,Online,45 - 54,Male,Investment scams,60000.0,2,SA
2025-02-01,Australian Capital Territory,Online,65 and over,Male,Investment scams,0.0,1,ACT
2025-07-01,Australian Capital Territory,Online,65 and over,Male,Investment scams,0.0,1,ACT
2025-09-01,Australian Capital Territory,Online,65 and over,Male,Investment scams,0.0,1,ACT
2025-10-01,South Australia,Online,35 - 44,Male,Investment scams,105500.0,7,SA
2025-01-01,South Australia,Online,35 - 44,Male,Investment scams,0.0,3,SA
2025-07-01,South Australia,Online,Unspecified,Male,Investment scams,10147.0,3,SA
2025-02-01,South Australia,Online,65 and over,Male,Investment scams,427653.04,2,SA
2025-04-01,Australian Capital Territory,Online,35 - 44,Male,Investment scams,0.0,1,ACT
2025-03-01,South Australia,Online,35 - 44,Male,Investment scams,0.0,1,SA
2025-01-01,Tasmania,Online,Unspecified,Male,Investment scams,13285.96,3,TAS
2025-08-01,South Australia,Online,18 - 24,Male,Investment scams,0.0,1,SA
2025-08-01,Australian Capital Territory,Online,45 - 54,Male,Investment scams,0.0,1,ACT
2025-11-01,South Australia,Online,55 - 64,Male,Investment scams,0.0,1,SA
2025-06-01,Tasmania,Online,65 and over,Male,Investment scams,0.0,1,TAS
2025-09-01,South Australia,Online,55 - 64,Male,Investment scams,6000.0,4,SA
2025-08-01,Tasmania,Online,55 - 64,Male,Investment scams,0.0,1,TAS
2025-10-01,South Australia,Online,Unspecified,Male,Investment scams,0.0,1,SA
2025-09-01,Australian Capital Territory,Online,Unspecified,Male,Investment scams,0.0,2,ACT
2025-01-01,Australian Capital Territory,Online,18 - 24,Male,Investment scams,8000.0,2,ACT
2025-06-01,South Australia,Online,Unspecified,Male,Investment scams,0.0,3,SA
2025-01-01,South Australia,Online,Unspecified,Male,Investment scams,60000.0,2,SA
2025-08-01,Australian Capital Territory,Online,18 - 24,Male,Investment scams,0.0,1,ACT
2025-05-01,Tasmania,Online,Unspecified,Male,Investment scams,0.0,1,TAS
2025-09-01,South Australia,Online,45 - 54,Male,Investment scams,0.0,1,SA
2025-09-01,Australian Capital Territory,Online,25 - 34,Male,Investment scams,0.0,1,ACT
2025-07-01,Australian Capital Territory,Online,55 - 64,Male,Investment scams,0.0,1,ACT
2025-10-01,South Australia,Online,65 and over,Male,Investment scams,0.0,2,SA
2025-04-01,Australian Capital Territory,Online,Unspecified,Male,Investment scams,0.0,1,ACT
2025-06-01,South Australia,Online,45 - 54,Male,Investment scams,0.0,1,SA
2025-05-01,Northern Territory,Online,55 - 64,Male,Investment scams,0.0,1,NT
2025-09-01,South Australia,Online,65 and over,Male,Investment scams,380.0,2,SA
2025-11-01,Northern Territory,Online,55 - 64,Male,Investment scams,0.0,1,NT
2025-05-01,Tasmania,Online,65 and over,Male,Investment scams,0.0,1,TAS
2025-06-01,South Australia,Online,55 - 64,Male,Investment scams,0.0,1,SA
2025-05-01,South Australia,Online,35 - 44,Male,Investment scams,27546.0,2,SA
2025-04-01,Tasmania,Online,35 - 44,Male,Investment scams,0.0,2,TAS
2025-02-01,Tasmania,Online,65 and over,Male,Investment scams,0.0,1,TAS
2025-02-01,Australian Capital Territory,Online,18 - 24,Male,Investment scams,0.0,1,ACT
2025-08-01,South Australia,Online,55 - 64,Male,Investment scams,0.0,2,SA
2025-07-01,Tasmania,Online,18 - 24,Male,Investment scams,1700.0,2,TAS
2025-05-01,South Australia,Online,65 and over,Male,Investment scams,0.0,1,SA
2025-05-01,South Australia,Online,55 - 64,Male,Investment scams,0.0,1,SA
2025-11-01,Tasmania,Online,Unspecified,Male,Investment scams,305.0,2,TAS
2025-02-01,Australian Capital Territory,Online,55 - 64,Male,Investment scams,0.0,2,ACT
2025-09-01,Australian Capital Territory,Online,35 - 44,Male,Investment scams,36004.44,3,ACT
2025-01-01,South Australia,Online,45 - 54,Male,Investment scams,0.0,1,SA
2025-01-01,Australian Capital Territory,Online,45 - 54,Male,Investment scams,62000.0,2,ACT
2025-11-01,South Australia,Online,65 and over,Male,Investment scams,0.0,1,SA
2025-05-01,Australian Capital Territory,Online,25 - 34,Male,Investment scams,3600.0,2,ACT
2025-07-01,South Australia,Online,65 and over,Male,Investment scams,16500.0,2,SA
2025-04-01,Australian Capital Territory,Online,45 - 54,Male,Investment scams,0.0,1,ACT
2025-11-01,South Australia,Online,Unspecified,Male,Investment scams,0.0,1,SA
2025-10-01,Australian Capital Territory,Online,35 - 44,Male,Investment scams,1500.0,2,ACT
2025-08-01,Victoria,Online,35 - 44,Male,Investment scams,161750.0,10,VIC
2025-03-01,Victoria,Online,45 - 54,Male,Investment scams,5560.0,6,VIC
2025-04-01,Victoria,Online,35 - 44,Male,Investment scams,60350.0,6,VIC
2025-02-01,Victoria,Online,65 and over,Male,Investment scams,0.0,3,VIC
2025-11-01,Victoria,Online,25 - 34,Male,Investment scams,58200.0,4,VIC
2025-07-01,Victoria,Online,55 - 64,Male,Investment scams,10700.0,8,VIC
2025-11-01,Victoria,Online,65 and over,Male,Investment scams,50000.0,5,VIC
2025-04-01,Victoria,Online,65 and over,Male,Investment scams,1000000.0,5,VIC
2025-07-01,Victoria,Online,35 - 44,Male,Investment scams,55200.0,4,VIC
2025-09-01,Victoria,Online,Unspecified,Male,Investment scams,80000.0,7,VIC
2025-10-01,Victoria,Online,65 and over,Male,Investment scams,235380.0,13,VIC
2025-03-01,Victoria,Online,35 - 44,Male,Investment scams,57285.0,8,VIC
2025-11-01,Victoria,Online,Unspecified,Male,Investment scams,97116.0,10,VIC
2025-10-01,Victoria,Online,35 - 44,Male,Investment scams,62570.0,6,VIC
2025-02-01,Victoria,Online,Unspecified,Male,Investment scams,2670.0,6,VIC
2025-09-01,Victoria,Online,65 and over,Male,Investment scams,180000.0,4,VIC
2025-09-01,Victoria,Online,45 - 54,Male,Investment scams,0.0,7,VIC
2025-01-01,Victoria,Online,35 - 44,Male,Investment scams,192289.35,16,VIC
2025-01-01,Victoria,Online,65 and over,Male,Investment scams,0.0,2,VIC
2025-07-01,Victoria,Online,18 - 24,Male,Investment scams,6000.0,2,VIC
2025-10-01,Victoria,Online,Unspecified,Male,Investment scams,29000.0,6,VIC
2025-05-01,Victoria,Online,55 - 64,Male,Investment scams,14423.0,6,VIC
2025-05-01,Victoria,Online,Unspecified,Male,Investment scams,13355.3,6,VIC
2025-11-01,Victoria,Online,55 - 64,Male,Investment scams,200000.0,3,VIC
2025-04-01,Victoria,Online,25 - 34,Male,Investment scams,62830.05,6,VIC
2025-03-01,Victoria,Online,55 - 64,Male,Investment scams,0.0,1,VIC
2025-04-01,Victoria,Online,18 - 24,Male,Investment scams,13200.2,3,VIC
2025-10-01,Victoria,Online,55 - 64,Male,Investment scams,510309.0,7,VIC
2025-09-01,Victoria,Online,55 - 64,Male,Investment scams,1200.0,4,VIC
2025-06-01,Victoria,Online,35 - 44,Male,Investment scams,300.0,4,VIC
2025-01-01,Victoria,Online,Under 18,Male,Investment scams,2600.0,3,VIC
2025-06-01,Victoria,Online,Unspecified,Male,Investment scams,66055.0,5,VIC
2025-01-01,Victoria,Online,55 - 64,Male,Investment scams,18473.0,4,VIC
2025-06-01,Victoria,Online,45 - 54,Male,Investment scams,81035.0,5,VIC
2025-07-01,Victoria,Online,45 - 54,Male,Investment scams,267815.0,7,VIC
2025-11-01,Victoria,Online,35 - 44,Male,Investment scams,10000.0,4,VIC
2025-05-01,Victoria,Online,65 and over,Male,Investment scams,400.0,5,VIC
2025-10-01,Victoria,Online,18 - 24,Male,Investment scams,590.0,3,VIC
2025-07-01,Victoria,Online,Unspecified,Male,Investment scams,2600.0,6,VIC
2025-10-01,Victoria,Online,45 - 54,Male,Investment scams,110000.0,4,VIC
2025-06-01,Victoria,Online,Under 18,Male,Investment scams,0.0,1,VIC
2025-03-01,Victoria,Online,25 - 34,Male,Investment scams,49564.29,9,VIC
2025-06-01,Victoria,Online,25 - 34,Male,Investment scams,377954.06,8,VIC
2025-03-01,Victoria,Online,18 - 24,Male,Investment scams,100.0,3,VIC
2025-08-01,Victoria,Online,65 and over,Male,Investment scams,56911.62,3,VIC
2025-04-01,Victoria,Online,55 - 64,Male,Investment scams,0.0,2,VIC
2025-08-01,Victoria,Online,55 - 64,Male,Investment scams,10000.0,4,VIC
2025-11-01,Victoria,Online,45 - 54,Male,Investment scams,172838.45,5,VIC
2025-01-01,Victoria,Online,45 - 54,Male,Investment scams,154949.34,5,VIC
2025-08-01,Victoria,Online,Unspecified,Male,Investment scams,259471.35,7,VIC
2025-05-01,Victoria,Online,45 - 54,Male,Investment scams,23956.15,4,VIC
2025-10-01,Victoria,Online,25 - 34,Male,Investment scams,0.0,1,VIC
2025-02-01,Victoria,Online,35 - 44,Male,Investment scams,53321.6,2,VIC
2025-01-01,Victoria,Online,Unspecified,Male,Investment scams,83499.0,4,VIC
2025-05-01,Victoria,Online,35 - 44,Male,Investment scams,40028.0,6,VIC
