StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_3,Amount_lost,Number_of_reports
2025-06-01,New South Wales,Email,25 - 34,Male,Account or identity takeover scams,$0.00,8
2025-05-01,New South Wales,Email,25 - 34,Male,Account or identity takeover scams,$0.00,6
2025-10-01,New South Wales,Email,25 - 34,Male,Account or identity takeover scams,$0.00,5
2025-09-01,New South Wales,Email,25 - 34,Male,Account or identity takeover scams,$0.00,4
2025-07-01,New South Wales,Email,25 - 34,Male,Account or identity takeover scams,$1604.37,5
2025-04-01,New South Wales,Email,25 - 34,Male,Account or identity takeover scams,$250.00,6
2025-09-01,New South Wales,Email,35 - 44,Male,Account or identity takeover scams,$5030.00,7
2025-03-01,New South Wales,Email,35 - 44,Male,Account or identity takeover scams,$4000.00,12
2025-10-01,New South Wales,Email,35 - 44,Male,Account or identity takeover scams,$3991.00,6
2025-02-01,New South Wales,Email,35 - 44,Male,Account or identity takeover scams,$0.00,8
2025-04-01,New South Wales,Email,35 - 44,Male,Account or identity takeover scams,$1292.72,9
2025-07-01,New South Wales,Email,35 - 44,Male,Account or identity takeover scams,$1796.72,10
2025-01-01,New South Wales,Email,35 - 44,Male,Account or identity takeover scams,$2214.00,4
2025-06-01,New South Wales,Email,35 - 44,Male,Account or identity takeover scams,$0.00,5
2025-11-01,New South Wales,Email,35 - 44,Male,Account or identity takeover scams,$10050.00,4
2025-05-01,New South Wales,Email,35 - 44,Male,Account or identity takeover scams,$700.00,9
2025-08-01,New South Wales,Email,35 - 44,Male,Account or identity takeover scams,$980.00,7
2025-11-01,New South Wales,Email,45 - 54,Male,Account or identity takeover scams,$0.00,5
2025-01-01,New South Wales,Email,45 - 54,Male,Account or identity takeover scams,$1550.00,9
2025-04-01,New South Wales,Email,45 - 54,Male,Account or identity takeover scams,$0.00,12
2025-02-01,New South Wales,Email,45 - 54,Male,Account or identity takeover scams,$0.00,10
2025-08-01,New South Wales,Email,45 - 54,Male,Account or identity takeover scams,$0.00,14
2025-05-01,New South Wales,Email,45 - 54,Male,Account or identity takeover scams,$0.00,9
2025-03-01,New South Wales,Email,45 - 54,Male,Account or identity takeover scams,$63608.00,11
2025-06-01,New South Wales,Email,45 - 54,Male,Account or identity takeover scams,$1500.00,7
2025-07-01,New South Wales,Email,45 - 54,Male,Account or identity takeover scams,$2000.00,12
2025-10-01,New South Wales,Email,45 - 54,Male,Account or identity takeover scams,$0.00,4
2025-09-01,New South Wales,Email,45 - 54,Male,Account or identity takeover scams,$0.00,4
2025-01-01,New South Wales,Email,55 - 64,Male,Account or identity takeover scams,$0.00,17
2025-02-01,New South Wales,Email,55 - 64,Male,Account or identity takeover scams,$50.00,17
2025-03-01,New South Wales,Email,55 - 64,Male,Account or identity takeover scams,$736.00,30
2025-04-01,New South Wales,Email,55 - 64,Male,Account or identity takeover scams,$0.00,8
2025-05-01,New South Wales,Email,55 - 64,Male,Account or identity takeover scams,$0.00,5
2025-06-01,New South Wales,Email,55 - 64,Male,Account or identity takeover scams,$0.00,13
2025-07-01,New South Wales,Email,55 - 64,Male,Account or identity takeover scams,$0.00,12
2025-08-01,New South Wales,Email,55 - 64,Male,Account or identity takeover scams,$0.00,17
2025-09-01,New South Wales,Email,55 - 64,Male,Account or identity takeover scams,$612.38,18
2025-10-01,New South Wales,Email,55 - 64,Male,Account or identity takeover scams,$60.00,8
2025-11-01,New South Wales,Email,55 - 64,Male,Account or identity takeover scams,$150.00,11
2025-01-01,New South Wales,Email,Unspecified,Male,Account or identity takeover scams,$4.00,48
2025-02-01,New South Wales,Email,Unspecified,Male,Account or identity takeover scams,$0.00,27
2025-03-01,New South Wales,Email,Unspecified,Male,Account or identity takeover scams,$82694.95,69
2025-04-01,New South Wales,Email,Unspecified,Male,Account or identity takeover scams,$1719.98,40
2025-05-01,New South Wales,Email,Unspecified,Male,Account or identity takeover scams,$1000.00,83
2025-06-01,New South Wales,Email,Unspecified,Male,Account or identity takeover scams,$1361.05,61
2025-07-01,New South Wales,Email,Unspecified,Male,Account or identity takeover scams,$0.00,49
2025-08-01,New South Wales,Email,Unspecified,Male,Account or identity takeover scams,$0.00,28
2025-09-01,New South Wales,Email,Unspecified,Male,Account or identity takeover scams,$540.00,37
2025-10-01,New South Wales,Email,Unspecified,Male,Account or identity takeover scams,$0.00,29
2025-11-01,New South Wales,Email,Unspecified,Male,Account or identity takeover scams,$77690.00,15
2025-01-01,New South Wales,Email,65 and over,Male,Account or identity takeover scams,$3000.00,105
2025-02-01,New South Wales,Email,65 and over,Male,Account or identity takeover scams,$3866.00,75
2025-03-01,New South Wales,Email,65 and over,Male,Account or identity takeover scams,$26065.00,65
2025-04-01,New South Wales,Email,65 and over,Male,Account or identity takeover scams,$900.00,68
2025-05-01,New South Wales,Email,65 and over,Male,Account or identity takeover scams,$3660.00,63
2025-06-01,New South Wales,Email,65 and over,Male,Account or identity takeover scams,$0.00,70
2025-07-01,New South Wales,Email,65 and over,Male,Account or identity takeover scams,$1169.99,56
2025-08-01,New South Wales,Email,65 and over,Male,Account or identity takeover scams,$450.00,40
2025-09-01,New South Wales,Email,65 and over,Male,Account or identity takeover scams,$5385.74,50
2025-10-01,New South Wales,Email,65 and over,Male,Account or identity takeover scams,$0.00,40
2025-11-01,New South Wales,Email,65 and over,Male,Account or identity takeover scams,$0.00,31
2025-01-01,New South Wales,Email,65 and over,Female,Account or identity takeover scams,$0.00,66
2025-02-01,New South Wales,Email,65 and over,Female,Account or identity takeover scams,$0.00,52
2025-03-01,New South Wales,Email,65 and over,Female,Account or identity takeover scams,$3800.00,89
2025-04-01,New South Wales,Email,65 and over,Female,Account or identity takeover scams,$14716.25,62
2025-05-01,New South Wales,Email,65 and over,Female,Account or identity takeover scams,$0.00,60
2025-06-01,New South Wales,Email,65 and over,Female,Account or identity takeover scams,$0.00,71
2025-07-01,New South Wales,Email,65 and over,Female,Account or identity takeover scams,$0.00,40
2025-08-01,New South Wales,Email,65 and over,Female,Account or identity takeover scams,$1000.00,50
2025-09-01,New South Wales,Email,65 and over,Female,Account or identity takeover scams,$194649.60,61
2025-10-01,New South Wales,Email,65 and over,Female,Account or identity takeover scams,$0.00,31
2025-11-01,New South Wales,Email,65 and over,Female,Account or identity takeover scams,$8886.68,50
2025-01-01,New South Wales,Email,55 - 64,Female,Account or identity takeover scams,$0.00,22
2025-02-01,New South Wales,Email,55 - 64,Female,Account or identity takeover scams,$0.00,28
2025-03-01,New South Wales,Email,55 - 64,Female,Account or identity takeover scams,$50500.00,26
2025-04-01,New South Wales,Email,55 - 64,Female,Account or identity takeover scams,$5723.20,34
2025-05-01,New South Wales,Email,55 - 64,Female,Account or identity takeover scams,$0.00,20
2025-06-01,New South Wales,Email,55 - 64,Female,Account or identity takeover scams,$2680.00,20
2025-07-01,New South Wales,Email,55 - 64,Female,Account or identity takeover scams,$0.00,22
2025-08-01,New South Wales,Email,55 - 64,Female,Account or identity takeover scams,$63.71,12
2025-09-01,New South Wales,Email,55 - 64,Female,Account or identity takeover scams,$2000.00,16
2025-10-01,New South Wales,Email,55 - 64,Female,Account or identity takeover scams,$80.00,26
2025-11-01,New South Wales,Email,55 - 64,Female,Account or identity takeover scams,$0.00,19
2025-01-01,New South Wales,Email,45 - 54,Female,Account or identity takeover scams,$5.00,23
2025-02-01,New South Wales,Email,45 - 54,Female,Account or identity takeover scams,$1000.00,21
2025-03-01,New South Wales,Email,45 - 54,Female,Account or identity takeover scams,$495.99,22
2025-04-01,New South Wales,Email,45 - 54,Female,Account or identity takeover scams,$895.55,18
2025-05-01,New South Wales,Email,45 - 54,Female,Account or identity takeover scams,$300.00,13
2025-06-01,New South Wales,Email,45 - 54,Female,Account or identity takeover scams,$0.00,19
2025-07-01,New South Wales,Email,45 - 54,Female,Account or identity takeover scams,$2.00,16
2025-08-01,New South Wales,Email,45 - 54,Female,Account or identity takeover scams,$0.00,13
2025-09-01,New South Wales,Email,45 - 54,Female,Account or identity takeover scams,$0.00,10
2025-10-01,New South Wales,Email,45 - 54,Female,Account or identity takeover scams,$0.00,15
2025-11-01,New South Wales,Email,45 - 54,Female,Account or identity takeover scams,$0.00,9
2025-09-01,New South Wales,Email,35 - 44,Female,Account or identity takeover scams,$809.58,17
2025-10-01,New South Wales,Email,35 - 44,Female,Account or identity takeover scams,$0.00,15
2025-03-01,New South Wales,Email,35 - 44,Female,Account or identity takeover scams,$0.00,13
2025-05-01,New South Wales,Email,35 - 44,Female,Account or identity takeover scams,$0.00,14
2025-07-01,New South Wales,Email,35 - 44,Female,Account or identity takeover scams,$995.00,12
2025-02-01,New South Wales,Email,35 - 44,Female,Account or identity takeover scams,$0.00,9
2025-04-01,New South Wales,Email,35 - 44,Female,Account or identity takeover scams,$500.00,8
2025-06-01,New South Wales,Email,35 - 44,Female,Account or identity takeover scams,$0.00,15
2025-01-01,New South Wales,Email,35 - 44,Female,Account or identity takeover scams,$3800.00,15
2025-11-01,New South Wales,Email,35 - 44,Female,Account or identity takeover scams,$0.00,7
2025-08-01,New South Wales,Email,35 - 44,Female,Account or identity takeover scams,$2584.00,10
2025-07-01,New South Wales,Email,25 - 34,Female,Account or identity takeover scams,$3000.00,11
2025-02-01,New South Wales,Email,25 - 34,Female,Account or identity takeover scams,$572.00,11
2025-10-01,New South Wales,Email,25 - 34,Female,Account or identity takeover scams,$5000.00,12
2025-03-01,New South Wales,Email,25 - 34,Female,Account or identity takeover scams,$0.00,15
2025-05-01,New South Wales,Email,25 - 34,Female,Account or identity takeover scams,$50.00,14
2025-06-01,New South Wales,Email,25 - 34,Female,Account or identity takeover scams,$0.00,18
2025-09-01,New South Wales,Email,25 - 34,Female,Account or identity takeover scams,$1900.00,4
2025-01-01,New South Wales,Email,25 - 34,Female,Account or identity takeover scams,$301.80,16
2025-08-01,New South Wales,Email,25 - 34,Female,Account or identity takeover scams,$125.99,4
2025-11-01,New South Wales,Email,25 - 34,Female,Account or identity takeover scams,$0.00,4
2025-04-01,New South Wales,Email,25 - 34,Female,Account or identity takeover scams,$20.00,7
2025-02-01,New South Wales,Email,18 - 24,Female,Account or identity takeover scams,$947.60,7
2025-06-01,New South Wales,Email,18 - 24,Female,Account or identity takeover scams,$0.00,3
2025-05-01,New South Wales,Email,18 - 24,Female,Account or identity takeover scams,$0.00,4
2025-09-01,New South Wales,Email,18 - 24,Female,Account or identity takeover scams,$0.00,5
2025-11-01,New South Wales,Email,18 - 24,Female,Account or identity takeover scams,$0.00,2
2025-01-01,New South Wales,Email,18 - 24,Female,Account or identity takeover scams,$0.00,5
2025-08-01,New South Wales,Email,18 - 24,Female,Account or identity takeover scams,$0.00,5
2025-04-01,New South Wales,Email,18 - 24,Female,Account or identity takeover scams,$2300.00,4
2025-03-01,New South Wales,Email,18 - 24,Female,Account or identity takeover scams,$0.00,5
2025-07-01,New South Wales,Email,18 - 24,Female,Account or identity takeover scams,$0.00,5
2025-10-01,New South Wales,Email,18 - 24,Female,Account or identity takeover scams,$0.00,2
2025-04-01,New South Wales,Email,Under 18,Female,Account or identity takeover scams,$0.00,1
2025-01-01,New South Wales,Email,Unspecified,Female,Account or identity takeover scams,$2778.00,88
2025-02-01,New South Wales,Email,Unspecified,Female,Account or identity takeover scams,$0.00,71
2025-03-01,New South Wales,Email,Unspecified,Female,Account or identity takeover scams,$22703.00,65
2025-04-01,New South Wales,Email,Unspecified,Female,Account or identity takeover scams,$0.00,61
2025-05-01,New South Wales,Email,Unspecified,Female,Account or identity takeover scams,$925.00,67
2025-06-01,New South Wales,Email,Unspecified,Female,Account or identity takeover scams,$1000.00,75
2025-07-01,New South Wales,Email,Unspecified,Female,Account or identity takeover scams,$3398.98,91
2025-08-01,New South Wales,Email,Unspecified,Female,Account or identity takeover scams,$1600.00,68
2025-09-01,New South Wales,Email,Unspecified,Female,Account or identity takeover scams,$0.00,38
2025-10-01,New South Wales,Email,Unspecified,Female,Account or identity takeover scams,$492.00,47
2025-11-01,New South Wales,Email,Unspecified,Female,Account or identity takeover scams,$0.00,27
2025-01-01,New South Wales,Online,Under 18,Female,Buying and selling scams,$389.44,4
2025-09-01,New South Wales,Online,Under 18,Female,Buying and selling scams,$836.88,4
2025-03-01,New South Wales,Online,Under 18,Female,Buying and selling scams,$200.00,1
2025-08-01,New South Wales,Online,Under 18,Female,Buying and selling scams,$140.00,1
2025-03-01,New South Wales,Online,Under 18,Male,Buying and selling scams,$1150.00,2
2025-05-01,New South Wales,Online,Under 18,Male,Buying and selling scams,$530.00,4
2025-01-01,New South Wales,Online,Under 18,Male,Buying and selling scams,$300.00,3
2025-11-01,New South Wales,Online,Under 18,Male,Buying and selling scams,$365.00,3
2025-08-01,New South Wales,Online,Under 18,Male,Buying and selling scams,$100.00,2
2025-05-01,New South Wales,Online,25 - 34,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$529.93,2
2025-03-01,New South Wales,Online,45 - 54,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$194.68,1
2025-10-01,New South Wales,Online,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$350.00,1
2025-05-01,New South Wales,Online,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$138.00,1
2025-04-01,New South Wales,Online,45 - 54,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$50.00,1
2025-02-01,New South Wales,Online,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$40.00,1
2025-08-01,Victoria,Online,45 - 54,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$169.95,1
2025-06-01,Victoria,Online,55 - 64,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$1200.00,1
2025-03-01,Victoria,Online,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$4100.17,1
2025-02-01,Victoria,Online,25 - 34,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$400.00,1
2025-07-01,Victoria,Online,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$665.14,1
2025-02-01,Victoria,Online,18 - 24,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$300.00,1
2025-10-01,Victoria,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$546.00,2
2025-11-01,Victoria,Online,45 - 54,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$44.45,1
2025-06-01,Victoria,Online,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$161.91,1
2025-11-01,Victoria,Online,Under 18,Male,Buying and selling scams,$1184.31,4
2025-02-01,Victoria,Online,Under 18,Male,Buying and selling scams,$842.00,3
2025-06-01,Victoria,Online,Under 18,Male,Buying and selling scams,$1095.46,3
2025-05-01,Victoria,Online,Under 18,Female,Buying and selling scams,$1400.00,1
2025-09-01,Victoria,Online,Under 18,Female,Buying and selling scams,$207.00,1
2025-07-01,Victoria,Online,Under 18,Female,Buying and selling scams,$100.00,1
2025-06-01,Queensland,Online,Under 18,Female,Buying and selling scams,$188.18,1
2025-02-01,Queensland,Online,Under 18,Female,Buying and selling scams,$2011.00,3
2025-11-01,Queensland,Online,Under 18,Female,Buying and selling scams,$79.15,2
2025-08-01,Queensland,Online,Under 18,Female,Buying and selling scams,$49.98,1
2025-04-01,Queensland,Online,Under 18,Female,Buying and selling scams,$149.00,1
2025-03-01,Queensland,Online,Under 18,Male,Buying and selling scams,$2944.64,4
2025-05-01,Queensland,Online,Under 18,Male,Buying and selling scams,$547.86,2
2025-11-01,Queensland,Online,Under 18,Male,Buying and selling scams,$252.41,3
2025-11-01,Queensland,Online,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$489.82,1
2025-08-01,Queensland,Online,45 - 54,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$77.32,1
2025-03-01,Queensland,Online,45 - 54,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$11.15,1
2025-04-01,Queensland,Online,45 - 54,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$85.00,1
2025-01-01,Western Australia,Online,25 - 34,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$100.00,1
2025-04-01,Western Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$3895.00,1
2025-10-01,Western Australia,Online,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$1.00,1
2025-01-01,Western Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$4117.98,2
2025-09-01,Western Australia,Online,65 and over,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$1236.25,1
2025-07-01,Western Australia,Online,18 - 24,Male,Buying and selling scams,$2883.00,3
2025-06-01,Western Australia,Online,18 - 24,Male,Buying and selling scams,$2420.00,3
2025-11-01,Western Australia,Online,18 - 24,Male,Buying and selling scams,$2321.15,4
2025-02-01,Western Australia,Online,Under 18,Male,Buying and selling scams,$186.48,2
2025-02-01,Western Australia,Online,65 and over,Male,Buying and selling scams,$123.96,2
2025-05-01,Western Australia,Online,Under 18,Male,Buying and selling scams,$60.00,1
2025-10-01,Western Australia,Online,Under 18,Male,Buying and selling scams,$259.95,1
2025-11-01,Western Australia,Online,18 - 24,Female,Buying and selling scams,$811.26,6
2025-04-01,Western Australia,Online,25 - 34,Female,Buying and selling scams,$17033.87,10
2025-06-01,Western Australia,Online,Under 18,Female,Buying and selling scams,$320.00,2
2025-09-01,Western Australia,Online,Under 18,Female,Buying and selling scams,$279.00,2
2025-07-01,Western Australia,Online,Under 18,Female,Buying and selling scams,$190.00,1
2025-08-01,Western Australia,Online,Under 18,Female,Buying and selling scams,$104.00,2
2025-04-01,Western Australia,Online,Under 18,Female,Buying and selling scams,$42.50,1
2025-06-01,South Australia,Online,18 - 24,Female,Buying and selling scams,$824.68,4
2025-03-01,South Australia,Online,18 - 24,Female,Buying and selling scams,$1300.00,1
2025-08-01,South Australia,Online,18 - 24,Female,Buying and selling scams,$1534.22,5
2025-08-01,South Australia,Online,25 - 34,Female,Buying and selling scams,$478.73,4
2025-10-01,South Australia,Online,25 - 34,Female,Buying and selling scams,$2170.00,4
2025-07-01,South Australia,Online,Under 18,Female,Buying and selling scams,$9000.00,1
2025-01-01,South Australia,Online,18 - 24,Female,Buying and selling scams,$220.00,2
2025-09-01,South Australia,Online,Under 18,Female,Buying and selling scams,$100.00,1
2025-10-01,South Australia,Online,Under 18,Female,Buying and selling scams,$100.00,1
2025-11-01,South Australia,Online,18 - 24,Female,Buying and selling scams,$215.21,2
2025-01-01,South Australia,Online,Under 18,Female,Buying and selling scams,$67.72,1
2025-08-01,South Australia,Online,Under 18,Female,Buying and selling scams,$195.00,1
2025-07-01,South Australia,Online,18 - 24,Male,Buying and selling scams,$2214.62,2
2025-05-01,South Australia,Online,18 - 24,Male,Buying and selling scams,$665.00,2
2025-11-01,South Australia,Online,25 - 34,Male,Buying and selling scams,$2780.95,2
2025-07-01,South Australia,Online,Under 18,Male,Buying and selling scams,$45.85,1
2025-04-01,South Australia,Online,18 - 24,Male,Buying and selling scams,$4400.00,2
2025-02-01,South Australia,Online,18 - 24,Male,Buying and selling scams,$80.00,1
2025-08-01,South Australia,Online,65 and over,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$100.00,1
2025-03-01,South Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$29.99,1
2025-09-01,South Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$79.00,1
2025-10-01,South Australia,Online,Under 18,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$32.00,1
2025-08-01,Outside of Australia,Online,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$169.00,1
2025-07-01,Outside of Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$882.27,1
2025-10-01,Outside of Australia,Online,25 - 34,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$22.00,1
2025-10-01,Outside of Australia,Online,45 - 54,Female,Buying and selling scams,$829.00,2
2025-05-01,Outside of Australia,Online,45 - 54,Female,Buying and selling scams,$372.85,4
2025-08-01,Outside of Australia,Online,55 - 64,Female,Buying and selling scams,$85.19,1
2025-11-01,Outside of Australia,Online,18 - 24,Female,Buying and selling scams,$296.35,3
2025-07-01,Outside of Australia,Online,35 - 44,Female,Buying and selling scams,$2497.00,6
2025-05-01,Outside of Australia,Online,65 and over,Female,Buying and selling scams,$177.89,1
2025-05-01,Outside of Australia,Online,25 - 34,Female,Buying and selling scams,$686.00,1
2025-08-01,Outside of Australia,Online,45 - 54,Female,Buying and selling scams,$489.80,2
2025-06-01,Outside of Australia,Online,18 - 24,Female,Buying and selling scams,$647.00,2
2025-03-01,Outside of Australia,Online,18 - 24,Female,Buying and selling scams,$930.52,2
2025-07-01,Outside of Australia,Online,45 - 54,Female,Buying and selling scams,$48449.79,1
2025-07-01,Outside of Australia,Online,Under 18,Female,Buying and selling scams,$140.00,1
2025-02-01,Outside of Australia,Online,55 - 64,Female,Buying and selling scams,$224.00,1
2025-09-01,Outside of Australia,Online,45 - 54,Female,Buying and selling scams,$1030.00,1
2025-10-01,Outside of Australia,Online,35 - 44,Female,Buying and selling scams,$53.00,1
2025-02-01,Outside of Australia,Online,Under 18,Female,Buying and selling scams,$2.69,1
2025-08-01,Outside of Australia,Online,65 and over,Female,Buying and selling scams,$76.60,1
2025-04-01,Outside of Australia,Online,35 - 44,Female,Buying and selling scams,$5132.96,2
2025-05-01,Outside of Australia,Online,18 - 24,Female,Buying and selling scams,$202.00,2
2025-05-01,Outside of Australia,Online,55 - 64,Female,Buying and selling scams,$111.17,1
2025-11-01,Outside of Australia,Online,65 and over,Female,Buying and selling scams,$119.00,1
2025-09-01,Outside of Australia,Online,55 - 64,Male,Buying and selling scams,$13453.63,2
2025-03-01,Outside of Australia,Online,65 and over,Male,Buying and selling scams,$308.00,1
2025-08-01,Outside of Australia,Online,65 and over,Male,Buying and selling scams,$700.00,1
2025-09-01,Outside of Australia,Online,65 and over,Male,Buying and selling scams,$140.00,1
2025-04-01,Outside of Australia,Online,65 and over,Male,Buying and selling scams,$5.00,1
2025-10-01,Outside of Australia,Online,25 - 34,Male,Buying and selling scams,$423.62,3
2025-07-01,Outside of Australia,Online,55 - 64,Male,Buying and selling scams,$60.00,1
2025-07-01,Outside of Australia,Online,45 - 54,Male,Buying and selling scams,$252.00,2
2025-08-01,Outside of Australia,Online,Under 18,Male,Buying and selling scams,$260.00,2
2025-05-01,Outside of Australia,Online,65 and over,Male,Buying and selling scams,$753.56,1
2025-02-01,Outside of Australia,Online,Under 18,Male,Buying and selling scams,$50.00,1
2025-07-01,Outside of Australia,Online,Under 18,Male,Buying and selling scams,$3043.00,1
2025-07-01,Australian Capital Territory,Online,Unspecified,Female,Buying and selling scams,$624.70,5
2025-07-01,Australian Capital Territory,Online,35 - 44,Female,Buying and selling scams,$4192.50,4
2025-05-01,Australian Capital Territory,Online,18 - 24,Female,Buying and selling scams,$550.00,2
2025-11-01,Australian Capital Territory,Online,45 - 54,Female,Buying and selling scams,$12200.00,2
2025-07-01,Australian Capital Territory,Online,25 - 34,Female,Buying and selling scams,$4086.19,4
2025-02-01,Australian Capital Territory,Online,18 - 24,Female,Buying and selling scams,$2950.00,1
2025-05-01,Australian Capital Territory,Online,45 - 54,Female,Buying and selling scams,$348.70,1
2025-04-01,Australian Capital Territory,Online,55 - 64,Female,Buying and selling scams,$81.37,1
2025-08-01,Australian Capital Territory,Online,18 - 24,Female,Buying and selling scams,$3895.85,3
2025-09-01,Australian Capital Territory,Online,55 - 64,Female,Buying and selling scams,$10382.00,3
2025-02-01,Australian Capital Territory,Online,45 - 54,Female,Buying and selling scams,$1245.62,3
2025-02-01,Australian Capital Territory,Online,65 and over,Female,Buying and selling scams,$817.83,1
2025-01-01,Australian Capital Territory,Online,35 - 44,Female,Buying and selling scams,$470.76,3
2025-11-01,Australian Capital Territory,Online,35 - 44,Female,Buying and selling scams,$1492.00,1
2025-04-01,Australian Capital Territory,Online,65 and over,Female,Buying and selling scams,$159.90,1
2025-07-01,Australian Capital Territory,Online,55 - 64,Female,Buying and selling scams,$790.00,2
2025-06-01,Australian Capital Territory,Online,45 - 54,Female,Buying and selling scams,$921.85,2
2025-11-01,Australian Capital Territory,Online,Under 18,Female,Buying and selling scams,$9.11,1
2025-06-01,Australian Capital Territory,Online,55 - 64,Female,Buying and selling scams,$52.80,1
2025-09-01,Australian Capital Territory,Online,18 - 24,Female,Buying and selling scams,$1000.00,1
2025-08-01,Australian Capital Territory,Online,18 - 24,Male,Buying and selling scams,$2504.95,2
2025-06-01,Australian Capital Territory,Online,55 - 64,Male,Buying and selling scams,$994.00,2
2025-08-01,Australian Capital Territory,Online,55 - 64,Male,Buying and selling scams,$654.00,2
2025-04-01,Australian Capital Territory,Online,55 - 64,Male,Buying and selling scams,$508.74,3
2025-03-01,Australian Capital Territory,Online,35 - 44,Male,Buying and selling scams,$512.50,2
2025-06-01,Australian Capital Territory,Online,65 and over,Male,Buying and selling scams,$2223.84,2
2025-09-01,Australian Capital Territory,Online,55 - 64,Male,Buying and selling scams,$400.79,2
2025-05-01,Australian Capital Territory,Online,35 - 44,Male,Buying and selling scams,$5556.00,5
2025-02-01,Australian Capital Territory,Online,18 - 24,Male,Buying and selling scams,$3325.00,2
2025-04-01,Australian Capital Territory,Online,Under 18,Male,Buying and selling scams,$30.00,1
2025-04-01,Australian Capital Territory,Online,25 - 34,Male,Buying and selling scams,$11700.00,1
2025-06-01,Australian Capital Territory,Online,35 - 44,Male,Buying and selling scams,$150200.00,2
2025-11-01,Australian Capital Territory,Online,35 - 44,Male,Buying and selling scams,$3642.90,2
2025-07-01,Australian Capital Territory,Online,55 - 64,Male,Buying and selling scams,$168.95,2
2025-04-01,Australian Capital Territory,Online,45 - 54,Male,Buying and selling scams,$120.00,1
2025-11-01,Australian Capital Territory,Online,65 and over,Male,Buying and selling scams,$62.00,1
2025-06-01,Australian Capital Territory,Online,Unspecified,Male,Buying and selling scams,$189.98,1
2025-05-01,Australian Capital Territory,Online,Under 18,Male,Buying and selling scams,$47.32,1
2025-08-01,Australian Capital Territory,Online,65 and over,Male,Buying and selling scams,$749.44,1
2025-09-01,Australian Capital Territory,Online,25 - 34,Male,Buying and selling scams,$350.00,1
2025-03-01,Australian Capital Territory,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$231.00,1
2025-06-01,Australian Capital Territory,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$35.00,1
2025-05-01,Tasmania,Online,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$97.65,1
2025-07-01,Tasmania,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$91.00,1
2025-08-01,Tasmania,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$80.00,1
2025-05-01,Tasmania,Online,25 - 34,Male,Buying and selling scams,$400.00,3
2025-06-01,Tasmania,Online,35 - 44,Male,Buying and selling scams,$2170.00,3
2025-08-01,Tasmania,Online,55 - 64,Male,Buying and selling scams,$140.00,1
2025-06-01,Tasmania,Online,55 - 64,Male,Buying and selling scams,$210.00,1
2025-05-01,Tasmania,Online,45 - 54,Male,Buying and selling scams,$1775.00,2
2025-04-01,Tasmania,Online,25 - 34,Male,Buying and selling scams,$100.00,1
2025-02-01,Tasmania,Online,35 - 44,Male,Buying and selling scams,$66.94,1
2025-05-01,Tasmania,Online,35 - 44,Male,Buying and selling scams,$290.98,2
2025-10-01,Tasmania,Online,35 - 44,Male,Buying and selling scams,$3319.79,3
2025-08-01,Tasmania,Online,35 - 44,Male,Buying and selling scams,$400.00,2
